handle,company,date
byron-ling-10b7474,AngelList,2025-08-04
byron-ling-10b7474,Vintage Investment Partners,2025-08-04
byron-ling-10b7474,Susquehanna Growth Equity (SGE),2025-08-04
byron-ling-10b7474,ChenMed,2025-08-04
byron-ling-10b7474,Loeb.nyc,2025-08-04
byron-ling-10b7474,ECI Davisware,2025-08-04
byron-ling-10b7474,"Waycrosse, Inc",2025-08-04
byron-ling-10b7474,Radah Commerce,2025-08-04
byron-ling-10b7474,OMERS Ventures,2025-08-04
byron-ling-10b7474,Digital Pharmacist Inc.,2025-08-04
byron-ling-10b7474,Depop,2025-08-04
byron-ling-10b7474,Ridge Ventures,2025-08-04
byron-ling-10b7474,Zapier,2025-08-04
byron-ling-10b7474,Powerhive,2025-08-04
byron-ling-10b7474,Talis Capital,2025-08-04
byron-ling-10b7474,Augury,2025-08-04
byron-ling-10b7474,Workable,2025-08-04
byron-ling-10b7474,Deciens Capital,2025-08-04
byron-ling-10b7474,Chili Piper,2025-08-04
byron-ling-10b7474,Glade Brook Capital Partners LLC,2025-08-04
byron-ling-10b7474,Formlabs,2025-08-04
byron-ling-10b7474,Kinnevik,2025-08-04
byron-ling-10b7474,Flix,2025-08-04
byron-ling-10b7474,Red Bull Media House,2025-08-04
byron-ling-10b7474,Dataiku,2025-08-04
byron-ling-10b7474,MIT Investment Management Company,2025-08-04
byron-ling-10b7474,Lakestar,2025-08-04
byron-ling-10b7474,Sword Health,2025-08-04
byron-ling-10b7474,Point Nine ,2025-08-04
byron-ling-10b7474, ,2025-08-04
byron-ling-10b7474,Coinbase,2025-08-04
byron-ling-10b7474,Timeless,2025-08-04
byron-ling-10b7474,Drive Capital,2025-08-04
byron-ling-10b7474,Conversion Capital,2025-08-04
byron-ling-10b7474,BoxGroup,2025-08-04
byron-ling-10b7474,Cross Creek,2025-08-04
byron-ling-10b7474,Kami,2025-08-04
byron-ling-10b7474,Work-Bench,2025-08-04
byron-ling-10b7474,Tictail (acquired by Shopify),2025-08-04
byron-ling-10b7474,PillPack,2025-08-04
byron-ling-10b7474,Javelin Venture Partners,2025-08-04
byron-ling-10b7474,NeueHouse,2025-08-04
byron-ling-10b7474,Formative,2025-08-04
byron-ling-10b7474,Optibus,2025-08-04
byron-ling-10b7474,Cendana Capital,2025-08-04
byron-ling-10b7474,Peterson Ventures,2025-08-04
byron-ling-10b7474,Bowery Capital,2025-08-04
byron-ling-10b7474,Olive,2025-08-04
byron-ling-10b7474,ServiceTitan,2025-08-04
byron-ling-10b7474,Hipcamp,2025-08-04
byron-ling-10b7474,Boxed,2025-08-04
byron-ling-10b7474,ARTIS Ventures,2025-08-04
byron-ling-10b7474,Susa Ventures,2025-08-04
byron-ling-10b7474,BARK,2025-08-04
byron-ling-10b7474,Ribbit Capital,2025-08-04
byron-ling-10b7474,Zola,2025-08-04
byron-ling-10b7474,Parachute Health,2025-08-04
byron-ling-10b7474,Spring Inc.,2025-08-04
byron-ling-10b7474,QED Investors,2025-08-04
byron-ling-10b7474,Flashpoint,2025-08-04
byron-ling-10b7474,Yousician,2025-08-04
byron-ling-10b7474,Level Ventures,2025-08-04
byron-ling-10b7474,LinkedIn Talent Solutions,2025-08-04
byron-ling-10b7474,Union Square Ventures,2025-08-04
byron-ling-10b7474,Altimeter,2025-08-04
byron-ling-10b7474,Toba Capital,2025-08-04
byron-ling-10b7474,Sway Capital,2025-08-04
byron-ling-10b7474,Group 11,2025-08-04
byron-ling-10b7474,COEDITION,2025-08-04
byron-ling-10b7474,Cherubic Ventures,2025-08-04
byron-ling-10b7474,Musely,2025-08-04
byron-ling-10b7474,Mucker Capital,2025-08-04
byron-ling-10b7474,Calendly,2025-08-04
byron-ling-10b7474,Claritas Capital,2025-08-04
byron-ling-10b7474,Canvas Prime,2025-08-04
byron-ling-10b7474,Maven Clinic,2025-08-04
byron-ling-10b7474,Forum Ventures,2025-08-04
byron-ling-10b7474,Benchling,2025-08-04
byron-ling-10b7474,Goodwater Capital,2025-08-04
byron-ling-10b7474,Lulus,2025-08-04
byron-ling-10b7474,Valor Capital Group,2025-08-04
byron-ling-10b7474,Slice,2025-08-04
byron-ling-10b7474,Runwise,2025-08-04
byron-ling-10b7474,Vida Health,2025-08-04
byron-ling-10b7474,Maple (acquired by Deliveroo),2025-08-04
byron-ling-10b7474,Eon Dental,2025-08-04
byron-ling-10b7474,SecurityScorecard,2025-08-04
byron-ling-10b7474,blisce/,2025-08-04
byron-ling-10b7474,ARK Investment Management LLC,2025-08-04
byron-ling-10b7474,Nyca Partners,2025-08-04
byron-ling-10b7474,FEW MODA,2025-08-04
byron-ling-10b7474,Point72,2025-08-04
byron-ling-10b7474,Vetcove,2025-08-04
byron-ling-10b7474,Oak HC/FT,2025-08-04
byron-ling-10b7474,Universe,2025-08-04
byron-ling-10b7474,Resolute Ventures,2025-08-04
byron-ling-10b7474,Transcend Therapeutics,2025-08-04
byron-ling-10b7474,Initialized Capital,2025-08-04
byron-ling-10b7474,ICONIQ,2025-08-04
byron-ling-10b7474,Next Play Capital,2025-08-04
byron-ling-10b7474,Seated,2025-08-04
byron-ling-10b7474,Luma Health,2025-08-04
byron-ling-10b7474,DBL Partners,2025-08-04
byron-ling-10b7474,S2G Investments,2025-08-04
byron-ling-10b7474,Grubbly Farms,2025-08-04
byron-ling-10b7474,Fulfilled,2025-08-04
byron-ling-10b7474,Tomales Bay Capital,2025-08-04
byron-ling-10b7474,LeafLink,2025-08-04
byron-ling-10b7474,Forerunner,2025-08-04
byron-ling-10b7474,Greenoaks,2025-08-04
byron-ling-10b7474,MINT dentistry,2025-08-04
byron-ling-10b7474,Elefund,2025-08-04
byron-ling-10b7474,Airbus Ventures,2025-08-04
byron-ling-10b7474,Peakview Capital,2025-08-04
byron-ling-10b7474,Tally,2025-08-04
byron-ling-10b7474,Abstract,2025-08-04
byron-ling-10b7474,Weee!,2025-08-04
byron-ling-10b7474,Carbon Health,2025-08-04
byron-ling-10b7474,Nfinite,2025-08-04
byron-ling-10b7474,Fetch 📦,2025-08-04
byron-ling-10b7474,Strand Equity ,2025-08-04
byron-ling-10b7474, ,2025-08-04
byron-ling-10b7474,Freenome,2025-08-04
byron-ling-10b7474,645 Ventures,2025-08-04
byron-ling-10b7474,Bank of America Private Bank,2025-08-04
byron-ling-10b7474,RA Capital Management,2025-08-04
byron-ling-10b7474,HOF Capital,2025-08-04
byron-ling-10b7474,Helix Sleep,2025-08-04
byron-ling-10b7474,Valia Ventures,2025-08-04
byron-ling-10b7474,AVP,2025-08-04
byron-ling-10b7474,SWaN & Legend Venture Partners,2025-08-04
byron-ling-10b7474,Lerer Hippeau,2025-08-04
byron-ling-10b7474,Notation Capital,2025-08-04
byron-ling-10b7474,Ascent OS,2025-08-04
byron-ling-10b7474,ecomedes,2025-08-04
byron-ling-10b7474,LOLA - mylola.com,2025-08-04
byron-ling-10b7474,Apprentice.io,2025-08-04
byron-ling-10b7474,Portfolio Advisors,2025-08-04
byron-ling-10b7474,Fulcrum,2025-08-04
byron-ling-10b7474,Felix Capital,2025-08-04
byron-ling-10b7474,Fishbowl,2025-08-04
byron-ling-10b7474,Koio,2025-08-04
byron-ling-10b7474,Verena Solutions,2025-08-04
byron-ling-10b7474,Acequia Capital,2025-08-04
byron-ling-10b7474,Koneksa,2025-08-04
byron-ling-10b7474,Coterie,2025-08-04
byron-ling-10b7474,H1,2025-08-04
byron-ling-10b7474,PaceMate® ,2025-08-04
byron-ling-10b7474, ,2025-08-04
byron-ling-10b7474,Rise Science,2025-08-04
byron-ling-10b7474,F-Prime,2025-08-04
byron-ling-10b7474,Klue,2025-08-04
byron-ling-10b7474,Emerge®,2025-08-04
byron-ling-10b7474,OneChronos,2025-08-04
byron-ling-10b7474,BACKED VC,2025-08-04
byron-ling-10b7474,The Farmer's Dog,2025-08-04
byron-ling-10b7474,Monogram Capital Partners,2025-08-04
byron-ling-10b7474,AAAIM,2025-08-04
byron-ling-10b7474,Eden Health,2025-08-04
byron-ling-10b7474,Digitalis Ventures,2025-08-04
byron-ling-10b7474,Too Good To Go,2025-08-04
byron-ling-10b7474,Clarify Health Solutions,2025-08-04
byron-ling-10b7474,Meridian Street Capital,2025-08-04
byron-ling-10b7474,Novo,2025-08-04
byron-ling-10b7474,BBG Ventures,2025-08-04
byron-ling-10b7474,Pinto (a subsidiary of SPINS),2025-08-04
byron-ling-10b7474,Medivis,2025-08-04
byron-ling-10b7474,Duro,2025-08-04
byron-ling-10b7474,Perigon Health 360,2025-08-04
byron-ling-10b7474,Alloy,2025-08-04
byron-ling-10b7474,Next47,2025-08-04
byron-ling-10b7474,Underscore VC,2025-08-04
byron-ling-10b7474,Contrary,2025-08-04
byron-ling-10b7474,Groups Recover Together,2025-08-04
byron-ling-10b7474,LevelTen Energy,2025-08-04
byron-ling-10b7474,Papa,2025-08-04
byron-ling-10b7474,Dandy,2025-08-04
byron-ling-10b7474,Papaya,2025-08-04
byron-ling-10b7474,Wavecrest Growth Partners,2025-08-04
byron-ling-10b7474,Paxos,2025-08-04
byron-ling-10b7474,Fireflies.ai,2025-08-04
byron-ling-10b7474,Beauty Pie,2025-08-04
byron-ling-10b7474,Trade Hounds,2025-08-04
byron-ling-10b7474,Concert Health,2025-08-04
byron-ling-10b7474,Autocorp.ai,2025-08-04
byron-ling-10b7474,Socially Determined,2025-08-04
byron-ling-10b7474,Denim,2025-08-04
byron-ling-10b7474,Elephant,2025-08-04
byron-ling-10b7474,Guidepost Growth Equity,2025-08-04
byron-ling-10b7474,AGLAÉ VENTURES ,2025-08-04
byron-ling-10b7474, ,2025-08-04
byron-ling-10b7474,&Open,2025-08-04
byron-ling-10b7474,Flume Health,2025-08-04
byron-ling-10b7474,Converge VC,2025-08-04
byron-ling-10b7474,Bravely,2025-08-04
byron-ling-10b7474,OpenAI,2025-08-04
byron-ling-10b7474,Sixth Street,2025-08-04
byron-ling-10b7474,Summer,2025-08-04
byron-ling-10b7474,BlockTower Capital,2025-08-04
byron-ling-10b7474,Hugging Face,2025-08-04
byron-ling-10b7474,Ro,2025-08-04
byron-ling-10b7474,3L,2025-08-04
byron-ling-10b7474,CoinFund,2025-08-04
byron-ling-10b7474,WALDO,2025-08-04
byron-ling-10b7474,Starship,2025-08-04
byron-ling-10b7474,Celsius,2025-08-04
byron-ling-10b7474,JobGet,2025-08-04
byron-ling-10b7474,Moonfare,2025-08-04
byron-ling-10b7474,Upwards,2025-08-04
byron-ling-10b7474,ProteinQure,2025-08-04
byron-ling-10b7474,WindRose Health Investors,2025-08-04
byron-ling-10b7474,Simplist,2025-08-04
byron-ling-10b7474,Elizabeth Street Ventures,2025-08-04
byron-ling-10b7474,"Ten Thousand, Inc.",2025-08-04
byron-ling-10b7474,Quiet Capital,2025-08-04
byron-ling-10b7474,Fullsteam,2025-08-04
byron-ling-10b7474,Small Door,2025-08-04
byron-ling-10b7474,Green Bay Ventures,2025-08-04
byron-ling-10b7474,Axie Infinity,2025-08-04
byron-ling-10b7474,ChiperOS,2025-08-04
byron-ling-10b7474,Virtual Facility,2025-08-04
byron-ling-10b7474,Rilla,2025-08-04
byron-ling-10b7474,LOOMY,2025-08-04
byron-ling-10b7474,MAYA CAPITAL,2025-08-04
byron-ling-10b7474,EON,2025-08-04
byron-ling-10b7474,bosWell,2025-08-04
byron-ling-10b7474,Imaginary,2025-08-04
byron-ling-10b7474,Inspiren,2025-08-04
byron-ling-10b7474,Apiari,2025-08-04
byron-ling-10b7474,Interweave,2025-08-04
byron-ling-10b7474,Hypothesis ,2025-08-04
byron-ling-10b7474, ,2025-08-04
byron-ling-10b7474,Radish Health,2025-08-04
byron-ling-10b7474,CertiK,2025-08-04
byron-ling-10b7474,Digital Iron,2025-08-04
byron-ling-10b7474,Leverage AI,2025-08-04
byron-ling-10b7474,Three Spirit,2025-08-04
byron-ling-10b7474,Delphi Digital,2025-08-04
byron-ling-10b7474,StraightSmile Solutions,2025-08-04
byron-ling-10b7474,nate®,2025-08-04
byron-ling-10b7474,Frist Cressey Ventures,2025-08-04
byron-ling-10b7474,Redesign Health,2025-08-04
byron-ling-10b7474,3Box Labs,2025-08-04
byron-ling-10b7474,Riverside Ventures,2025-08-04
byron-ling-10b7474,Grata,2025-08-04
byron-ling-10b7474,Mendel.ai,2025-08-04
byron-ling-10b7474,Hearth,2025-08-04
byron-ling-10b7474,Wireframe Ventures,2025-08-04
byron-ling-10b7474,Pegasi AI,2025-08-04
byron-ling-10b7474,WOLF,2025-08-04
byron-ling-10b7474,Staytuned,2025-08-04
byron-ling-10b7474,Rooser,2025-08-04
byron-ling-10b7474,Ever/Body,2025-08-04
byron-ling-10b7474,Headway,2025-08-04
byron-ling-10b7474,Mantra Health,2025-08-04
byron-ling-10b7474,"Nativ, Acquired by Built",2025-08-04
byron-ling-10b7474,Thingtesting,2025-08-04
byron-ling-10b7474,C Ventures ,2025-08-04
byron-ling-10b7474, ,2025-08-04
byron-ling-10b7474,Perry Health,2025-08-04
byron-ling-10b7474,Besty AI,2025-08-04
byron-ling-10b7474,BRAVO SIERRA,2025-08-04
byron-ling-10b7474,Tend,2025-08-04
byron-ling-10b7474,Theator,2025-08-04
byron-ling-10b7474,Equal Ventures,2025-08-04
byron-ling-10b7474,Magic Spoon,2025-08-04
byron-ling-10b7474,Koffie Financial,2025-08-04
byron-ling-10b7474,obé Fitness,2025-08-04
byron-ling-10b7474,Materialize,2025-08-04
byron-ling-10b7474,Prepared,2025-08-04
byron-ling-10b7474,Yokoy,2025-08-04
byron-ling-10b7474,Luna Physical Therapy,2025-08-04
byron-ling-10b7474,ADQ,2025-08-04
byron-ling-10b7474,GoZayaan,2025-08-04
byron-ling-10b7474,Oliver Space,2025-08-04
byron-ling-10b7474,Spacejoy,2025-08-04
byron-ling-10b7474,Primary,2025-08-04
byron-ling-10b7474,Galaxy,2025-08-04
byron-ling-10b7474,Teamshares,2025-08-04
byron-ling-10b7474,Third Prime,2025-08-04
byron-ling-10b7474,Carewell,2025-08-04
byron-ling-10b7474,Flare Capital Partners,2025-08-04
byron-ling-10b7474,BAM Ventures,2025-08-04
byron-ling-10b7474,Helaina,2025-08-04
byron-ling-10b7474,blockit,2025-08-04
byron-ling-10b7474,"Brush Street Investments, LLC",2025-08-04
byron-ling-10b7474,Odyssey Energy Solutions,2025-08-04
byron-ling-10b7474,cove,2025-08-04
byron-ling-10b7474,Clutch,2025-08-04
byron-ling-10b7474,MedsNow,2025-08-04
byron-ling-10b7474,Pioneer Fund,2025-08-04
byron-ling-10b7474,K Health,2025-08-04
byron-ling-10b7474,Pray.com,2025-08-04
byron-ling-10b7474,Halter,2025-08-04
byron-ling-10b7474,HUMAN CAPITAL,2025-08-04
byron-ling-10b7474,InBrace,2025-08-04
byron-ling-10b7474,1Sharpe Capital,2025-08-04
byron-ling-10b7474,WndrCo,2025-08-04
byron-ling-10b7474,Fathom,2025-08-04
byron-ling-10b7474,0x,2025-08-04
byron-ling-10b7474,Congruent Ventures,2025-08-04
byron-ling-10b7474,Numa,2025-08-04
byron-ling-10b7474,Wendi,2025-08-04
byron-ling-10b7474,Homeis,2025-08-04
byron-ling-10b7474,Gold House,2025-08-04
byron-ling-10b7474,KUDO,2025-08-04
byron-ling-10b7474,Carrot,2025-08-04
byron-ling-10b7474,Voiceops,2025-08-04
byron-ling-10b7474,Deep Sentinel,2025-08-04
byron-ling-10b7474,Elliot,2025-08-04
byron-ling-10b7474,McKesson Ventures,2025-08-04
byron-ling-10b7474,Avoma,2025-08-04
byron-ling-10b7474,Zowie,2025-08-04
byron-ling-10b7474,South Park Commons,2025-08-04
byron-ling-10b7474,Chapter One,2025-08-04
byron-ling-10b7474,Recapped 🎯,2025-08-04
byron-ling-10b7474,Hazel Health,2025-08-04
byron-ling-10b7474,Subtle Medical,2025-08-04
byron-ling-10b7474,Blockdaemon,2025-08-04
byron-ling-10b7474,Biobot Analytics,2025-08-04
byron-ling-10b7474,Arise Travel,2025-08-04
byron-ling-10b7474,Centrifuge,2025-08-04
byron-ling-10b7474,"Scriptera, Inc.",2025-08-04
byron-ling-10b7474,Neo,2025-08-04
byron-ling-10b7474,Vody,2025-08-04
byron-ling-10b7474,Weiss Tech House,2025-08-04
byron-ling-10b7474,Ferrum Health,2025-08-04
byron-ling-10b7474,Beam Impact,2025-08-04
byron-ling-10b7474,Working Capital Fund,2025-08-04
byron-ling-10b7474,The Org,2025-08-04
byron-ling-10b7474,1984 Ventures,2025-08-04
byron-ling-10b7474,CloudCath,2025-08-04
byron-ling-10b7474,MSCHF,2025-08-04
byron-ling-10b7474,Day One Ventures,2025-08-04
byron-ling-10b7474,Portrait,2025-08-04
byron-ling-10b7474,Spellbrush,2025-08-04
byron-ling-10b7474,Craft Ventures,2025-08-04
byron-ling-10b7474,SHEIN,2025-08-04
byron-ling-10b7474,Parade Ventures,2025-08-04
byron-ling-10b7474,Woflow,2025-08-04
byron-ling-10b7474,Builder.io,2025-08-04
byron-ling-10b7474,Truework,2025-08-04
byron-ling-10b7474,Resolve,2025-08-04
byron-ling-10b7474,Background Capital,2025-08-04
byron-ling-10b7474,Sitka,2025-08-04
byron-ling-10b7474,Blueprint,2025-08-04
byron-ling-10b7474,Wavemaker Three-Sixty Health,2025-08-04
byron-ling-10b7474,Hasso Plattner Foundation,2025-08-04
byron-ling-10b7474,Clipboard Health,2025-08-04
byron-ling-10b7474,Codi,2025-08-04
byron-ling-10b7474,Reask,2025-08-04
byron-ling-10b7474,AssemblyAI,2025-08-04
byron-ling-10b7474,Harmony,2025-08-04
byron-ling-10b7474,Mon Ami,2025-08-04
byron-ling-10b7474,VIOLET,2025-08-04
byron-ling-10b7474,Original Capital,2025-08-04
byron-ling-10b7474,Italic,2025-08-04
byron-ling-10b7474,Diversio,2025-08-04
byron-ling-10b7474,Smylen,2025-08-04
byron-ling-10b7474,iFly.vc,2025-08-04
byron-ling-10b7474,TTYL,2025-08-04
byron-ling-10b7474,OLIPOP PBC,2025-08-04
byron-ling-10b7474,Canary Technologies,2025-08-04
byron-ling-10b7474,CareCapital Group,2025-08-04
byron-ling-10b7474,Artifact,2025-08-04
byron-ling-10b7474,Sirona Medical,2025-08-04
byron-ling-10b7474,Fraction,2025-08-04
byron-ling-10b7474,ODF,2025-08-04
byron-ling-10b7474,Health Note,2025-08-04
byron-ling-10b7474,Schoolyard Snacks,2025-08-04
byron-ling-10b7474,Kandji,2025-08-04
byron-ling-10b7474,Kojo,2025-08-04
byron-ling-10b7474,Verse Medical,2025-08-04
byron-ling-10b7474,The Essential,2025-08-04
byron-ling-10b7474,Ren Energy,2025-08-04
byron-ling-10b7474,Smash Ventures,2025-08-04
byron-ling-10b7474,Salted,2025-08-04
byron-ling-10b7474,Octagos,2025-08-04
byron-ling-10b7474,Quince,2025-08-04
byron-ling-10b7474,Upswing Health,2025-08-04
byron-ling-10b7474,Operto,2025-08-04
byron-ling-10b7474,Homethrive,2025-08-04
byron-ling-10b7474,Solid,2025-08-04
byron-ling-10b7474,Parento,2025-08-04
byron-ling-10b7474,GE HealthCare,2025-08-04
byron-ling-10b7474,LinkedIn,2025-08-04
byron-ling-10b7474,Goldman Sachs,2025-08-04
byron-ling-10b7474,Harvard Management Company,2025-08-04
byron-ling-10b7474,Boston Children's Hospital,2025-08-04
byron-ling-10b7474,The Hartford,2025-08-04
byron-ling-10b7474,Walmart,2025-08-04
byron-ling-10b7474,University of Pennsylvania,2025-08-04
byron-ling-10b7474,Invesco US,2025-08-04
byron-ling-10b7474,Bertelsmann SE & Co. KGaA,2025-08-04
byron-ling-10b7474,Harvard Business School,2025-08-04
byron-ling-10b7474,McMaster-Carr,2025-08-04
byron-ling-10b7474,The Wharton School,2025-08-04
byron-ling-10b7474,DaVita Kidney Care,2025-08-04
byron-ling-10b7474,J.Crew,2025-08-04
byron-ling-10b7474,Align Technology,2025-08-04
byron-ling-10b7474,Blackstone,2025-08-04
byron-ling-10b7474,Plante Moran,2025-08-04
byron-ling-10b7474,Sequoia Capital,2025-08-04
byron-ling-10b7474,Exclusive Resorts,2025-08-04
byron-ling-10b7474,Benchmark ,2025-08-04
byron-ling-10b7474, ,2025-08-04
byron-ling-10b7474,Index Ventures,2025-08-04
byron-ling-10b7474,KKR,2025-08-04
byron-ling-10b7474,General Atlantic,2025-08-04
byron-ling-10b7474,Bessemer Venture Partners,2025-08-04
byron-ling-10b7474,LGT Capital Partners,2025-08-04
byron-ling-10b7474,Accel,2025-08-04
byron-ling-10b7474,Workday,2025-08-04
byron-ling-10b7474,Greylock Partners,2025-08-04
byron-ling-10b7474,Insight Partners,2025-08-04
byron-ling-10b7474,lululemon,2025-08-04
byron-ling-10b7474,New Enterprise Associates (NEA),2025-08-04
byron-ling-10b7474,CRV,2025-08-04
byron-ling-10b7474,CPP Investments | Investissements RPC,2025-08-04
byron-ling-10b7474,TCV,2025-08-04
byron-ling-10b7474,MacArthur Foundation,2025-08-04
byron-ling-10b7474,ProSiebenSat.1 Media SE,2025-08-04
byron-ling-10b7474,Venrock,2025-08-04
byron-ling-10b7474,The David and Lucile Packard Foundation,2025-08-04
byron-ling-10b7474,General Catalyst,2025-08-04
byron-ling-10b7474,Lightspeed,2025-08-04
byron-ling-10b7474,Hg,2025-08-04
byron-ling-10b7474,Canaan,2025-08-04
byron-ling-10b7474,Kleiner Perkins,2025-08-04
byron-ling-10b7474,Brown Advisory,2025-08-04
byron-ling-10b7474,Interlace,2025-08-04
byron-ling-10b7474,Notable Capital,2025-08-04
byron-ling-10b7474,Alpine Investors,2025-08-04
byron-ling-10b7474,University System of Maryland,2025-08-04
byron-ling-10b7474,Mellon Foundation,2025-08-04
byron-ling-10b7474,The Baupost Group,2025-08-04
byron-ling-10b7474,Scale Venture Partners,2025-08-04
byron-ling-10b7474,Marshall Wace,2025-08-04
byron-ling-10b7474,UTIMCO,2025-08-04
byron-ling-10b7474,Glenmede,2025-08-04
byron-ling-10b7474,Fairview Capital,2025-08-04
byron-ling-10b7474,Maveron,2025-08-04
byron-ling-10b7474,SCS Financial,2025-08-04
byron-ling-10b7474,Peterson Partners,2025-08-04
byron-ling-10b7474,Millburn,2025-08-04
byron-ling-10b7474,GSR Ventures,2025-08-04
byron-ling-10b7474,TSG Consumer Partners,2025-08-04
byron-ling-10b7474,TechCrunch,2025-08-04
byron-ling-10b7474,Autura,2025-08-04
byron-ling-10b7474,"Makena Capital Management, LLC",2025-08-04
byron-ling-10b7474,"Jasper Ridge Partners, L.P.",2025-08-04
byron-ling-10b7474,Valor Equity Partners,2025-08-04
byron-ling-10b7474,Creandum,2025-08-04
byron-ling-10b7474,Linden Capital Partners,2025-08-04
byron-ling-10b7474,Tiger Global,2025-08-04
byron-ling-10b7474,VenCap International plc,2025-08-04
byron-ling-10b7474,Outbrain,2025-08-04
byron-ling-10b7474,Case Western Reserve University,2025-08-04
byron-ling-10b7474,Bain Capital,2025-08-04
byron-ling-10b7474,Henry Schein,2025-08-04
byron-ling-10b7474,Gilt,2025-08-04
byron-ling-10b7474,Y Combinator,2025-08-04
byron-ling-10b7474,Wealthfront,2025-08-04
byron-ling-10b7474,Redpoint,2025-08-04
byron-ling-10b7474,Moment,2025-08-04
byron-ling-10b7474,Viola Ventures,2025-08-04
byron-ling-10b7474,OpenView,2025-08-04
byron-ling-10b7474,Life360,2025-08-04
byron-ling-10b7474,Ambra Health,2025-08-04
byron-ling-10b7474,Founder Collective,2025-08-04
byron-ling-10b7474,Altos Ventures,2025-08-04
byron-ling-10b7474,Partners Capital,2025-08-04
byron-ling-10b7474,Stratasys,2025-08-04
byron-ling-10b7474,Andreessen Horowitz,2025-08-04
byron-ling-10b7474,Lassie,2025-08-04
byron-ling-10b7474,Accolade Partners,2025-08-04
byron-ling-10b7474,StepStone Group,2025-08-04
byron-ling-10b7474,Enphase Energy,2025-08-04
byron-ling-10b7474,Dinova,2025-08-04
byron-ling-10b7474,True Ventures,2025-08-04
byron-ling-10b7474,Bain Capital Ventures,2025-08-04
byron-ling-10b7474,BirchStreet,2025-08-04
byron-ling-10b7474,First Round Capital,2025-08-04
byron-ling-10b7474,.406 Ventures,2025-08-04
byron-ling-10b7474,"Performance Equity Management, LLC, a Sagard partner",2025-08-04
byron-ling-10b7474,One Medical,2025-08-04
byron-ling-10b7474,Lux Capital,2025-08-04
byron-ling-10b7474,TOPSHOP TOPMAN,2025-08-04
byron-ling-10b7474,Stable,2025-08-04
byron-ling-10b7474,IA Ventures,2025-08-04
byron-ling-10b7474,AmeriHealth Caritas,2025-08-04
byron-ling-10b7474,TCG (The Chernin Group),2025-08-04
byron-ling-10b7474,Peachtree Group,2025-08-04
byron-ling-10b7474,DST Global,2025-08-04
byron-ling-10b7474,Spark Capital,2025-08-04
byron-ling-10b7474,CB Insights,2025-08-04
byron-ling-10b7474,Inspirato,2025-08-04
byron-ling-10b7474,FirstMark,2025-08-04
byron-ling-10b7474,Constellation Software Inc.,2025-08-04
byron-ling-10b7474,Metalab,2025-08-04
byron-ling-10b7474,Founders Fund,2025-08-04
byron-ling-10b7474,Primary Venture Partners,2025-08-04
byron-ling-10b7474,Balyasny Asset Management L.P.,2025-08-04
byron-ling-10b7474,Ramp,2025-08-04
byron-ling-10b7474,"Moda Operandi, Inc",2025-08-04
byron-ling-10b7474,Foresite Capital,2025-08-04
byron-ling-10b7474,Thrive Capital,2025-08-04
byron-ling-10b7474,Khosla Ventures,2025-08-04
byron-ling-10b7474,Hummingbird Ventures,2025-08-04
byron-ling-10b7474,3Shape,2025-08-04
byron-ling-10b7474,NextView Ventures,2025-08-04
byron-ling-10b7474,Deskpass,2025-08-04
byron-ling-10b7474,Verlinvest,2025-08-04
byron-ling-10b7474,AngelList,2025-08-04
byron-ling-10b7474,Vintage Investment Partners,2025-08-04
byron-ling-10b7474,Susquehanna Growth Equity (SGE),2025-08-04
byron-ling-10b7474,ChenMed,2025-08-04
byron-ling-10b7474,Loeb.nyc,2025-08-04
byron-ling-10b7474,ECI Davisware,2025-08-04
byron-ling-10b7474,"Waycrosse, Inc",2025-08-04
byron-ling-10b7474,Radah Commerce,2025-08-04
byron-ling-10b7474,OMERS Ventures,2025-08-04
byron-ling-10b7474,Digital Pharmacist Inc.,2025-08-04
byron-ling-10b7474,Depop,2025-08-04
byron-ling-10b7474,Ridge Ventures,2025-08-04
byron-ling-10b7474,Zapier,2025-08-04
byron-ling-10b7474,Powerhive,2025-08-04
byron-ling-10b7474,Talis Capital,2025-08-04
byron-ling-10b7474,Augury,2025-08-04
byron-ling-10b7474,Workable,2025-08-04
byron-ling-10b7474,Deciens Capital,2025-08-04
byron-ling-10b7474,Chili Piper,2025-08-04
byron-ling-10b7474,Glade Brook Capital Partners LLC,2025-08-04
byron-ling-10b7474,Formlabs,2025-08-04
byron-ling-10b7474,Kinnevik,2025-08-04
byron-ling-10b7474,Flix,2025-08-04
byron-ling-10b7474,Red Bull Media House,2025-08-04
byron-ling-10b7474,Dataiku,2025-08-04
byron-ling-10b7474,MIT Investment Management Company,2025-08-04
byron-ling-10b7474,Lakestar,2025-08-04
byron-ling-10b7474,Sword Health,2025-08-04
byron-ling-10b7474,Point Nine ,2025-08-04
byron-ling-10b7474, ,2025-08-04
byron-ling-10b7474,Coinbase,2025-08-04
byron-ling-10b7474,Timeless,2025-08-04
byron-ling-10b7474,Drive Capital,2025-08-04
byron-ling-10b7474,Conversion Capital,2025-08-04
byron-ling-10b7474,BoxGroup,2025-08-04
byron-ling-10b7474,Cross Creek,2025-08-04
byron-ling-10b7474,Kami,2025-08-04
byron-ling-10b7474,Work-Bench,2025-08-04
byron-ling-10b7474,Tictail (acquired by Shopify),2025-08-04
byron-ling-10b7474,PillPack,2025-08-04
byron-ling-10b7474,Javelin Venture Partners,2025-08-04
byron-ling-10b7474,NeueHouse,2025-08-04
